Timestamp,GPU_0,GPU_1,GPU_2,GPU_3,GPU_4,GPU_5,GPU_6,GPU_7
1755888703,2307526296,1229671823,1229524261,1229430262,1229498112,1229566265,1229316202,1229440002
1755888704,2307526296,1229671823,1229524261,1229430262,1229498112,1229566265,1229316202,1229440002
1755888705,2307526296,1229671823,1229524261,1229430262,1229498112,1229566265,1229316202,1229440002
1755888706,2307526296,1229671823,1229524261,1229430262,1229498112,1229566265,1229316202,1229440002
1755888707,2307526296,1229671823,1229524261,1229430262,1229498112,1229566265,1229316202,1229440002
1755888708,2307526296,1229671823,1229524261,1229430262,1229498112,1229566265,1229316202,1229440002
1755888710,2307526296,1229671823,1229524261,1229430262,1229498112,1229566265,1229316202,1229440002
1755888711,2307526296,1229671823,1229524261,1229430262,1229498112,1229566265,1229316202,1229440002
1755888712,2307526296,1229671823,1229524261,1229430262,1229498112,1229566265,1229316202,1229440002
1755888713,2307526296,1229671823,1229524261,1229430262,1229498112,1229566265,1229316202,1229440002
1755888714,2307531881,1229677405,1229529854,1229435849,1229503713,1229571866,1229321773,1229445598
1755888715,2307532015,1229677538,1229529989,1229435984,1229503842,1229571997,1229321906,1229445729
1755888716,2307532097,1229677621,1229530065,1229436059,1229503917,1229572079,1229321981,1229445803
1755888717,2307532177,1229677705,1229530140,1229436137,1229503993,1229572163,1229322057,1229445877
1755888719,2307532259,1229677787,1229530215,1229436212,1229504068,1229572247,1229322131,1229445952
1755888720,2307532341,1229677868,1229530290,1229436289,1229504145,1229572329,1229322206,1229446027
1755888721,2307532421,1229677948,1229530368,1229436366,1229504221,1229572408,1229322283,1229446102
1755888722,2307532500,1229678030,1229530443,1229436444,1229504298,1229572490,1229322358,1229446178
1755888723,2307532579,1229678112,1229530518,1229436519,1229504373,1229572572,1229322434,1229446253
1755888724,2307532661,1229678193,1229530594,1229436598,1229504451,1229572653,1229322509,1229446328
1755888725,2307532741,1229678273,1229530667,1229436674,1229504526,1229572733,1229322584,1229446404
1755888726,2307532820,1229678354,1229530743,1229436751,1229504601,1229572815,1229322661,1229446479
1755888728,2307532900,1229678435,1229530818,1229436828,1229504679,1229572897,1229322737,1229446554
1755888729,2307532982,1229678517,1229530895,1229436902,1229504754,1229572978,1229322813,1229446630
1755888730,2307533062,1229678597,1229530971,1229436977,1229504831,1229573058,1229322888,1229446705
1755888731,2307533140,1229678676,1229531046,1229437055,1229504906,1229573137,1229322964,1229446778
1755888732,2307533219,1229678756,1229531121,1229437130,1229504981,1229573219,1229323037,1229446853
1755888733,2307533299,1229678836,1229531196,1229437205,1229505056,1229573299,1229323112,1229446928
1755888734,2307533379,1229678916,1229531269,1229437280,1229505129,1229573379,1229323186,1229447002
1755888735,2307533459,1229678997,1229531342,1229437355,1229505205,1229573460,1229323259,1229447075
1755888737,2307533539,1229679079,1229531419,1229437432,1229505280,1229573541,1229323335,1229447150
1755888738,2307533618,1229679158,1229531492,1229437505,1229505353,1229573620,1229323408,1229447223
1755888739,2307533698,1229679238,1229531565,1229437580,1229505428,1229573700,1229323481,1229447296
1755888740,2307533778,1229679318,1229531640,1229437655,1229505503,1229573781,1229323557,1229447371
1755888741,2307533856,1229679399,1229531713,1229437731,1229505576,1229573860,1229323629,1229447445
1755888742,2307533935,1229679479,1229531786,1229437806,1229505649,1229573939,1229323703,1229447517
1755888743,2307534015,1229679558,1229531861,1229437881,1229505725,1229574021,1229323778,1229447592
1755888744,2307534095,1229679638,1229531934,1229437954,1229505798,1229574100,1229323850,1229447663
1755888746,2307534174,1229679717,1229532009,1229438031,1229505873,1229574180,1229323925,1229447738
1755888747,2307534252,1229679795,1229532083,1229438106,1229505948,1229574259,1229324001,1229447813
1755888748,2307534381,1229679906,1229532157,1229438183,1229506023,1229574362,1229324074,1229447887
1755888749,2307534381,1229679906,1229532232,1229438256,1229506098,1229574362,1229324150,1229447962
