Timestamp,GPU_0,GPU_1,GPU_2,GPU_3,GPU_4,GPU_5,GPU_6,GPU_7
1755380273,640189313,2535760384,2528226452,2533372249,2526595588,2526089750,2525726502,2530834278
1755380274,640189313,2535760384,2528226452,2533372249,2526595588,2526089750,2525726502,2530834278
1755380275,640189313,2535760384,2528226452,2533372249,2526595588,2526089750,2525726502,2530834278
1755380276,640189313,2535760384,2528226452,2533372249,2526595588,2526089750,2525726502,2530834278
1755380277,640189313,2535760384,2528226452,2533372249,2526595588,2526089750,2525726502,2530834278
1755380278,640189313,2535760384,2528226452,2533372249,2526595588,2526089750,2525726502,2530834278
1755380279,640189313,2535760384,2528226452,2533372249,2526595588,2526089750,2525726502,2530834278
1755380281,640189313,2535760384,2528226452,2533372249,2526595588,2526089750,2525726502,2530834278
1755380282,640189313,2535760384,2528226452,2533372249,2526595588,2526089750,2525726502,2530834278
1755380283,640189313,2535760384,2528226452,2533372249,2526595588,2526089750,2525726502,2530834278
1755380284,640189313,2535760384,2528226452,2533372249,2526595588,2526089750,2525726502,2530834278
1755380285,640189313,2535760384,2528226452,2533372249,2526595588,2526089750,2525726502,2530834278
1755380286,640189313,2535760384,2528226452,2533372249,2526595588,2526089750,2525726502,2530834278
1755380287,640189313,2535760384,2528226452,2533372249,2526595588,2526089750,2525726502,2530834278
1755380288,640191736,2535763346,2528229394,2533374655,2526595588,2526089750,2525726502,2530834278
1755380289,640194615,2535766832,2528232866,2533377496,2526595588,2526089750,2525726502,2530834278
1755380291,640197573,2535770394,2528236418,2533380414,2526595588,2526089750,2525726502,2530834278
1755380292,640200511,2535773924,2528239933,2533383314,2526595588,2526089750,2525726502,2530834278
1755380293,640203481,2535777500,2528243499,2533386250,2526595588,2526089750,2525726502,2530834278
1755380294,640206346,2535780918,2528246931,2533389082,2526595588,2526089750,2525726502,2530834278
1755380295,640209257,2535784410,2528250422,2533391969,2526595588,2526089750,2525726502,2530834278
1755380296,640212326,2535788086,2528254090,2533394997,2526595588,2526089750,2525726502,2530834278
1755380297,640215256,2535791592,2528257598,2533397891,2526595588,2526089750,2525726502,2530834278
1755380298,640218160,2535795066,2528261063,2533400754,2526595588,2526089750,2525726502,2530834278
1755380300,640221056,2535798539,2528264537,2533403626,2526595588,2526089750,2525726502,2530834278
1755380301,640224035,2535802137,2528268121,2533406587,2526595588,2526089750,2525726502,2530834278
1755380302,640227016,2535805718,2528271710,2533409540,2526595588,2526089750,2525726502,2530834278
1755380303,640229973,2535809258,2528275254,2533412467,2526595588,2526089750,2525726502,2530834278
1755380304,640232984,2535812868,2528278864,2533415443,2526595588,2526089750,2525726502,2530834278
1755380305,640235918,2535816392,2528282374,2533418342,2526595588,2526089750,2525726502,2530834278
1755380306,640238874,2535819966,2528285908,2533421263,2526595588,2526089750,2525726502,2530834278
1755380307,640241920,2535823610,2528289549,2533424275,2526595588,2526089750,2525726502,2530834278
1755380308,640244895,2535827171,2528293119,2533427211,2526595588,2526089750,2525726502,2530834278
1755380310,640247930,2535830807,2528296754,2533430207,2526595588,2526089750,2525726502,2530834278
1755380311,640250950,2535834428,2528300382,2533433189,2526595588,2526089750,2525726502,2530834278
1755380312,640253871,2535837931,2528303884,2533436073,2526595588,2526089750,2525726502,2530834278
1755380313,640256814,2535841459,2528307402,2533438970,2526595588,2526089750,2525726502,2530834278
1755380314,640259730,2535844952,2528310899,2533441860,2526595588,2526089750,2525726502,2530834278
1755380315,640262724,2535848542,2528314478,2533444816,2526595588,2526089750,2525726502,2530834278
1755380316,640265722,2535852139,2528318059,2533447777,2526595588,2526089750,2525726502,2530834278
1755380317,640268761,2535855798,2528321698,2533450773,2526595588,2526089750,2525726502,2530834278
1755380319,640271721,2535859345,2528325240,2533453688,2526595588,2526089750,2525726502,2530834278
1755380320,640274784,2535862998,2528328899,2533456708,2526595588,2526089750,2525726502,2530834278
1755380321,640277804,2535866604,2528332505,2533459692,2526595588,2526089750,2525726502,2530834278
1755380322,640280847,2535870243,2528336141,2533462694,2526595588,2526089750,2525726502,2530834278
1755380323,640283842,2535873832,2528339726,2533465646,2526595588,2526089750,2525726502,2530834278
1755380324,640286799,2535877360,2528343257,2533468544,2526595588,2526089750,2525726502,2530834278
1755380325,640289700,2535880827,2528346736,2533471408,2526595588,2526089750,2525726502,2530834278
1755380326,640292669,2535884390,2528350311,2533474354,2526595588,2526089750,2525726502,2530834278
1755380327,640295649,2535887961,2528353869,2533477293,2526595588,2526089750,2525726502,2530834278
